250190470;B00300S;23.07.2018 19:20;21
250190470;B00300S;23.07.2018 19:30;20.55
250190470;B00300S;23.07.2018 19:40;20.13
250190470;B00300S;23.07.2018 19:50;19.96
250190470;B00300S;23.07.2018 20:00;19.82
250190470;B00300S;23.07.2018 20:10;19.75
250190470;B00300S;23.07.2018 20:20;19.68
250190470;B00300S;23.07.2018 20:30;19.5
250190470;B00300S;23.07.2018 20:40;19.21
250190470;B00300S;23.07.2018 20:50;18.92
250190470;B00300S;23.07.2018 21:00;18.64
250190470;B00300S;23.07.2018 21:10;18.34
250190470;B00300S;23.07.2018 21:20;18.22
250190470;B00300S;23.07.2018 21:30;18.06
250190470;B00300S;23.07.2018 21:40;17.77
250190470;B00300S;23.07.2018 21:50;17.7
250190470;B00300S;23.07.2018 22:00;17.74
250190470;B00300S;23.07.2018 22:10;17.52
250190470;B00300S;23.07.2018 22:20;17.19
250190470;B00300S;23.07.2018 22:30;17.14
250190470;B00300S;23.07.2018 22:40;17.24
250190470;B00300S;23.07.2018 22:50;17.06
250190470;B00300S;23.07.2018 23:00;17.12
250190470;B00300S;23.07.2018 23:10;17.3
250190470;B00300S;23.07.2018 23:20;17.5
250190470;B00300S;23.07.2018 23:30;17.39
250190470;B00300S;23.07.2018 23:40;17.26
250190470;B00300S;23.07.2018 23:50;17.13
